Episode,Score,Epsilon,Total Reward
2624,0,0.0100,-0.59
2625,0,0.0100,-0.60
2626,0,0.0100,-0.70
2627,0,0.0100,-0.70
2628,0,0.0100,-0.70
2629,0,0.0100,-0.70
2630,0,0.0100,-0.70
2631,0,0.0100,-0.60
2632,0,0.0100,-0.60
2633,0,0.0100,-0.68
2634,0,0.0100,-0.70
2635,0,0.0100,-0.70
2636,0,0.0100,-0.61
2637,0,0.0100,-0.70
2638,0,0.0100,-0.70
2639,0,0.0100,-0.60
2640,0,0.0100,-0.60
2641,3,0.0100,3.41
2642,0,0.0100,-0.70
2643,0,0.0100,-0.70
2644,0,0.0100,-0.70
2645,0,0.0100,-0.61
2646,0,0.0100,-0.70
2647,0,0.0100,-0.62
2648,0,0.0100,-0.62
2649,0,0.0100,-0.70
2650,0,0.0100,-0.63
2651,0,0.0100,-0.63
2652,0,0.0100,-0.63
2653,0,0.0100,-0.70
2654,0,0.0100,-0.63
2655,0,0.0100,-0.70
2656,0,0.0100,-0.62
2657,0,0.0100,-0.61
2658,0,0.0100,-0.68
2659,0,0.0100,-0.62
2660,0,0.0100,-0.63
2661,0,0.0100,-0.63
2662,0,0.0100,-0.64
2663,0,0.0100,-0.70
2664,0,0.0100,-0.70
2665,0,0.0100,-0.70
2666,0,0.0100,-0.70
2667,0,0.0100,-0.70
2668,0,0.0100,-0.70
2669,0,0.0100,-0.70
2670,0,0.0100,-0.70
2671,0,0.0100,-0.68
2672,0,0.0100,-0.33
2673,0,0.0100,-0.70
2674,0,0.0100,-0.70
2675,0,0.0100,-0.65
2676,0,0.0100,-0.70
2677,0,0.0100,-0.70
2678,0,0.0100,-0.70
2679,0,0.0100,-0.70
2680,0,0.0100,-0.68
2681,0,0.0100,-0.70
2682,0,0.0100,-0.70
2683,0,0.0100,-0.70
2684,0,0.0100,-0.70
2685,0,0.0100,-0.67
2686,0,0.0100,-0.70
2687,0,0.0100,-0.66
2688,0,0.0100,-0.70
2689,0,0.0100,-0.70
2690,0,0.0100,-0.70
2691,0,0.0100,-0.65
2692,0,0.0100,-0.64
2693,0,0.0100,-0.70
2694,0,0.0100,-0.70
2695,0,0.0100,-0.70
2696,0,0.0100,-0.70
2697,0,0.0100,-0.70
2698,0,0.0100,-0.70
2699,0,0.0100,-0.61
2700,0,0.0100,-0.65
2701,0,0.0100,-0.63
2702,0,0.0100,-0.65
2703,0,0.0100,-0.64
2704,0,0.0100,-0.64
2705,0,0.0100,-0.65
2706,0,0.0100,-0.65
2707,0,0.0100,-0.70
2708,0,0.0100,-0.62
2709,0,0.0100,-0.61
2710,0,0.0100,-0.70
2711,0,0.0100,-0.60
2712,0,0.0100,-0.60
2713,0,0.0100,-0.61
2714,0,0.0100,-0.61
2715,0,0.0100,-0.60
2716,1,0.0100,0.63
2717,0,0.0100,-0.59
2718,0,0.0100,-0.70
2719,0,0.0100,-0.61
2720,5,0.0100,6.30
2721,0,0.0100,-0.67
2722,0,0.0100,-0.68
2723,0,0.0100,-0.70
2724,0,0.0100,-0.70
2725,0,0.0100,-0.70
2726,0,0.0100,-0.69
2727,0,0.0100,-0.67
2728,0,0.0100,-0.70
2729,0,0.0100,-0.70
2730,0,0.0100,-0.66
2731,0,0.0100,-0.70
2732,0,0.0100,-0.70
2733,0,0.0100,-0.70
2734,0,0.0100,-0.70
2735,0,0.0100,-0.70
2736,0,0.0100,-0.70
2737,0,0.0100,-0.68
2738,0,0.0100,-0.70
2739,0,0.0100,-0.70
2740,0,0.0100,-0.70
2741,0,0.0100,-0.67
2742,0,0.0100,-0.68
2743,0,0.0100,-0.70
2744,0,0.0100,-0.67
2745,0,0.0100,-0.68
2746,0,0.0100,-0.70
2747,0,0.0100,-0.70
2748,0,0.0100,-0.61
2749,0,0.0100,-0.70
2750,0,0.0100,-0.67
2751,0,0.0100,-0.67
2752,0,0.0100,-0.67
2753,0,0.0100,-0.66
2754,0,0.0100,-0.66
2755,0,0.0100,-0.70
2756,0,0.0100,-0.69
2757,0,0.0100,-0.68
2758,0,0.0100,-0.67
2759,0,0.0100,-0.69
2760,0,0.0100,-0.70
2761,0,0.0100,-0.70
2762,0,0.0100,-0.70
2763,0,0.0100,-0.70
2764,2,0.0100,2.15
2765,0,0.0100,-0.70
2766,0,0.0100,-0.70
2767,0,0.0100,-0.60
2768,0,0.0100,-0.70
2769,0,0.0100,-0.70
2770,0,0.0100,-0.70
2771,0,0.0100,-0.33
2772,0,0.0100,-0.70
2773,0,0.0100,-0.33
2774,0,0.0100,-0.69
2775,0,0.0100,-0.70
2776,0,0.0100,-0.26
2777,0,0.0100,-0.70
2778,0,0.0100,-0.70
2779,0,0.0100,-0.70
2780,0,0.0100,-0.62
2781,0,0.0100,-0.61
2782,0,0.0100,-0.70
2783,0,0.0100,-0.61
2784,0,0.0100,-0.61
2785,0,0.0100,-0.61
2786,0,0.0100,-0.70
2787,0,0.0100,-0.62
2788,0,0.0100,-0.63
2789,0,0.0100,-0.63
2790,0,0.0100,-0.70
2791,0,0.0100,-0.61
2792,0,0.0100,-0.70
2793,0,0.0100,-0.62
2794,0,0.0100,-0.62
2795,0,0.0100,-0.70
2796,0,0.0100,-0.61
2797,0,0.0100,-0.70
2798,0,0.0100,-0.62
2799,0,0.0100,-0.69
2800,0,0.0100,-0.70
2801,0,0.0100,-0.62
2802,0,0.0100,-0.62
2803,0,0.0100,-0.70
2804,0,0.0100,-0.62
2805,0,0.0100,-0.63
2806,0,0.0100,-0.63
2807,0,0.0100,-0.63
2808,0,0.0100,-0.70
2809,0,0.0100,-0.65
2810,0,0.0100,-0.62
2811,0,0.0100,-0.65
2812,0,0.0100,-0.62
2813,0,0.0100,-0.70
2814,0,0.0100,-0.64
2815,0,0.0100,-0.61
2816,0,0.0100,-0.70
2817,0,0.0100,-0.70
2818,0,0.0100,-0.70
2819,0,0.0100,-0.61
2820,0,0.0100,-0.70
2821,0,0.0100,-0.61
2822,0,0.0100,-0.61
2823,0,0.0100,-0.61
2824,0,0.0100,-0.62
2825,0,0.0100,-0.61
2826,0,0.0100,-0.70
2827,0,0.0100,-0.63
2828,0,0.0100,-0.60
2829,0,0.0100,-0.70
2830,0,0.0100,-0.70
2831,0,0.0100,-0.61
2832,0,0.0100,-0.66
2833,0,0.0100,-0.70
2834,0,0.0100,-0.60
2835,0,0.0100,-0.60
2836,0,0.0100,-0.60
2837,0,0.0100,-0.61
2838,0,0.0100,-0.69
2839,0,0.0100,-0.70
2840,0,0.0100,-0.60
2841,0,0.0100,-0.60
2842,1,0.0100,0.60
2843,2,0.0100,2.15
2844,0,0.0100,-0.70
2845,0,0.0100,-0.70
2846,0,0.0100,-0.69
2847,0,0.0100,-0.69
2848,0,0.0100,-0.70
2849,0,0.0100,-0.70
2850,0,0.0100,-0.33
2851,0,0.0100,-0.70
2852,0,0.0100,-0.69
2853,0,0.0100,-0.33
2854,0,0.0100,-0.70
2855,0,0.0100,-0.70
2856,0,0.0100,-0.33
2857,0,0.0100,-0.33
2858,0,0.0100,-0.68
2859,0,0.0100,-0.70
2860,0,0.0100,-0.33
2861,0,0.0100,-0.33
2862,0,0.0100,-0.70
2863,0,0.0100,-0.70
2864,0,0.0100,-0.70
2865,0,0.0100,-0.70
2866,0,0.0100,-0.70
2867,0,0.0100,-0.69
2868,0,0.0100,-0.70
2869,0,0.0100,-0.60
2870,1,0.0100,0.66
2871,1,0.0100,0.56
2872,0,0.0100,-0.61
2873,0,0.0100,-0.62
2874,0,0.0100,-0.62
2875,0,0.0100,-0.63
2876,0,0.0100,-0.62
2877,0,0.0100,-0.64
2878,0,0.0100,-0.70
2879,0,0.0100,-0.70
2880,0,0.0100,-0.70
2881,0,0.0100,-0.65
2882,0,0.0100,-0.66
2883,0,0.0100,-0.65
2884,0,0.0100,-0.65
2885,0,0.0100,-0.65
2886,0,0.0100,-0.65
2887,0,0.0100,-0.64
2888,0,0.0100,-0.65
2889,0,0.0100,-0.65
2890,0,0.0100,-0.65
2891,0,0.0100,-0.66
2892,0,0.0100,-0.64
2893,0,0.0100,-0.64
2894,0,0.0100,-0.70
2895,0,0.0100,-0.66
2896,0,0.0100,-0.70
2897,0,0.0100,-0.63
2898,0,0.0100,-0.70
2899,0,0.0100,-0.64
2900,0,0.0100,-0.65
2901,0,0.0100,-0.63
2902,0,0.0100,-0.70
2903,0,0.0100,-0.64
2904,0,0.0100,-0.64
2905,0,0.0100,-0.64
2906,0,0.0100,-0.65
2907,0,0.0100,-0.65
2908,0,0.0100,-0.70
2909,0,0.0100,-0.70
2910,0,0.0100,-0.65
2911,0,0.0100,-0.70
2912,0,0.0100,-0.64
2913,0,0.0100,-0.65
2914,0,0.0100,-0.70
2915,0,0.0100,-0.63
2916,0,0.0100,-0.62
2917,0,0.0100,-0.62
2918,0,0.0100,-0.61
2919,0,0.0100,-0.60
2920,0,0.0100,-0.60
2921,0,0.0100,-0.68
2922,0,0.0100,-0.70
2923,0,0.0100,-0.70
2924,0,0.0100,-0.70
2925,0,0.0100,-0.70
2926,0,0.0100,-0.60
2927,0,0.0100,-0.70
2928,0,0.0100,-0.70
2929,0,0.0100,-0.70
2930,0,0.0100,-0.68
2931,0,0.0100,-0.67
2932,0,0.0100,-0.69
2933,0,0.0100,-0.70
2934,0,0.0100,-0.70
2935,0,0.0100,-0.70
2936,1,0.0100,0.56
2937,0,0.0100,-0.59
2938,0,0.0100,-0.70
2939,0,0.0100,-0.61
2940,0,0.0100,-0.59
2941,0,0.0100,-0.60
2942,1,0.0100,0.56
2943,0,0.0100,-0.61
2944,0,0.0100,-0.68
2945,1,0.0100,0.57
2946,1,0.0100,0.58
2947,0,0.0100,-0.29
2948,0,0.0100,-0.31
2949,0,0.0100,-0.60
2950,0,0.0100,-0.61
2951,0,0.0100,-0.60
2952,0,0.0100,-0.61
2953,0,0.0100,-0.61
2954,0,0.0100,-0.70
2955,0,0.0100,-0.62
2956,0,0.0100,-0.70
2957,0,0.0100,-0.60
2958,0,0.0100,-0.61
2959,0,0.0100,-0.31
2960,0,0.0100,-0.62
2961,0,0.0100,-0.60
2962,0,0.0100,-0.33
2963,0,0.0100,-0.33
2964,0,0.0100,-0.33
2965,0,0.0100,-0.60
2966,0,0.0100,-0.60
2967,0,0.0100,-0.59
2968,0,0.0100,-0.59
2969,1,0.0100,0.56
2970,0,0.0100,-0.69
2971,0,0.0100,-0.70
2972,0,0.0100,-0.70
2973,0,0.0100,-0.70
2974,0,0.0100,-0.70
2975,1,0.0100,0.56
2976,0,0.0100,-0.70
2977,0,0.0100,-0.70
2978,0,0.0100,-0.65
2979,0,0.0100,-0.70
2980,0,0.0100,-0.70
2981,1,0.0100,0.56
2982,0,0.0100,-0.67
2983,0,0.0100,-0.70
2984,0,0.0100,-0.70
2985,0,0.0100,-0.69
2986,0,0.0100,-0.70
2987,0,0.0100,-0.70
2988,3,0.0100,3.41
2989,0,0.0100,-0.67
2990,0,0.0100,-0.70
2991,0,0.0100,-0.70
2992,3,0.0100,3.41
2993,0,0.0100,-0.70
2994,2,0.0100,2.15
2995,1,0.0100,0.56
2996,0,0.0100,-0.60
2997,0,0.0100,-0.60
2998,0,0.0100,-0.60
2999,0,0.0100,-0.67
3000,0,0.0100,-0.62
3001,0,0.0100,-0.63
3002,0,0.0100,-0.61
3003,0,0.0100,-0.61
3004,0,0.0100,-0.69
3005,0,0.0100,-0.33
3006,0,0.0100,-0.68
3007,0,0.0100,-0.67
3008,0,0.0100,-0.68
3009,0,0.0100,-0.67
3010,0,0.0100,-0.66
3011,0,0.0100,-0.33
3012,0,0.0100,-0.68
3013,0,0.0100,-0.70
3014,0,0.0100,-0.70
3015,0,0.0100,-0.33
3016,0,0.0100,-0.66
3017,0,0.0100,-0.66
3018,0,0.0100,-0.61
3019,0,0.0100,-0.70
3020,0,0.0100,-0.60
3021,0,0.0100,-0.70
3022,0,0.0100,-0.70
3023,0,0.0100,-0.70
3024,0,0.0100,-0.60
3025,0,0.0100,-0.70
3026,0,0.0100,-0.61
3027,0,0.0100,-0.61
3028,0,0.0100,-0.70
3029,0,0.0100,-0.61
3030,0,0.0100,-0.60
3031,0,0.0100,-0.60
3032,0,0.0100,-0.70
3033,0,0.0100,-0.61
3034,0,0.0100,-0.70
3035,0,0.0100,-0.69
3036,3,0.0100,2.15
3037,0,0.0100,-0.69
3038,0,0.0100,-0.70
3039,0,0.0100,-0.67
3040,0,0.0100,-0.70
3041,0,0.0100,-0.70
3042,2,0.0100,2.36
3043,3,0.0100,3.43
3044,0,0.0100,-0.64
3045,6,0.0100,8.27
3046,0,0.0100,-0.69
3047,0,0.0100,-0.68
3048,2,0.0100,2.33
3049,7,0.0100,9.18
3050,0,0.0100,-0.70
3051,0,0.0100,-0.70
3052,0,0.0100,-0.70
3053,0,0.0100,-0.70
3054,0,0.0100,-0.70
3055,0,0.0100,-0.65
3056,0,0.0100,-0.70
3057,0,0.0100,-0.70
3058,2,0.0100,2.15
3059,0,0.0100,-0.70
3060,0,0.0100,-0.60
3061,0,0.0100,-0.61
3062,0,0.0100,-0.60
3063,0,0.0100,-0.60
3064,0,0.0100,-0.61
3065,0,0.0100,-0.70
3066,0,0.0100,-0.81
3067,0,0.0100,-0.61
3068,0,0.0100,-0.62
3069,0,0.0100,-0.61
3070,0,0.0100,-0.61
3071,0,0.0100,-0.60
3072,0,0.0100,-0.60
3073,0,0.0100,-0.70
3074,0,0.0100,-0.63
3075,0,0.0100,-0.61
3076,0,0.0100,-0.61
3077,0,0.0100,-0.61
3078,2,0.0100,0.66
3079,0,0.0100,-0.70
3080,0,0.0100,-0.70
3081,0,0.0100,-0.70
3082,0,0.0100,-0.70
3083,0,0.0100,-0.61
3084,0,0.0100,-0.60
3085,0,0.0100,-0.62
3086,4,0.0100,2.21
3087,2,0.0100,2.20
3088,0,0.0100,-0.70
3089,0,0.0100,-0.91
3090,0,0.0100,-0.70
3091,0,0.0100,-0.70
3092,0,0.0100,-0.91
3093,0,0.0100,-0.91
3094,0,0.0100,-0.91
3095,0,0.0100,-0.70
3096,0,0.0100,-0.70
3097,0,0.0100,-0.70
3098,0,0.0100,-0.70
3099,1,0.0100,0.59
3100,0,0.0100,-0.81
3101,0,0.0100,-0.70
3102,2,0.0100,0.56
3103,2,0.0100,2.18
3104,2,0.0100,2.15
3105,0,0.0100,-0.68
3106,0,0.0100,-0.70
3107,0,0.0100,-0.68
3108,0,0.0100,-0.70
3109,0,0.0100,-0.68
3110,0,0.0100,-0.70
3111,0,0.0100,-0.70
3112,0,0.0100,-0.70
3113,0,0.0100,-0.70
3114,4,0.0100,5.01
3115,1,0.0100,0.56
3116,0,0.0100,-0.67
3117,1,0.0100,0.56
3118,0,0.0100,-0.70
3119,0,0.0100,-0.70
3120,1,0.0100,0.56
3121,0,0.0100,-0.70
3122,0,0.0100,-0.70
3123,2,0.0100,2.20
3124,2,0.0100,2.15
3125,0,0.0100,-0.70
3126,0,0.0100,-0.70
3127,0,0.0100,-0.61
3128,0,0.0100,-0.61
3129,0,0.0100,-0.69
3130,0,0.0100,-0.70
3131,0,0.0100,-0.62
3132,0,0.0100,-0.70
3133,0,0.0100,-0.70
3134,1,0.0100,0.60
3135,0,0.0100,-0.67
3136,0,0.0100,-0.63
3137,1,0.0100,0.64
3138,0,0.0100,-0.70
3139,0,0.0100,-0.70
3140,0,0.0100,-0.70
3141,1,0.0100,0.56
3142,0,0.0100,-0.60
3143,1,0.0100,0.56
3144,0,0.0100,-0.70
3145,2,0.0100,2.25
3146,0,0.0100,-0.70
3147,0,0.0100,-0.70
3148,1,0.0100,0.56
3149,0,0.0100,-0.70
3150,0,0.0100,-0.70
3151,0,0.0100,-0.69
3152,1,0.0100,0.56
3153,0,0.0100,-0.69
3154,0,0.0100,-0.70
3155,1,0.0100,0.65
3156,0,0.0100,-0.70
3157,0,0.0100,-0.60
3158,0,0.0100,-0.70
3159,0,0.0100,-0.70
3160,0,0.0100,-0.68
3161,7,0.0100,9.13
3162,0,0.0100,-0.60
3163,0,0.0100,-0.70
3164,0,0.0100,-0.70
3165,0,0.0100,-0.70
3166,1,0.0100,0.56
3167,1,0.0100,0.57
3168,1,0.0100,0.62
3169,1,0.0100,0.60
3170,0,0.0100,-0.70
3171,0,0.0100,-0.70
3172,0,0.0100,-0.70
3173,0,0.0100,-0.62
3174,0,0.0100,-0.70
3175,0,0.0100,-0.70
3176,0,0.0100,-0.70
3177,0,0.0100,-0.70
3178,0,0.0100,-0.70
3179,0,0.0100,-0.70
3180,0,0.0100,-0.70
3181,0,0.0100,-0.70
3182,0,0.0100,-0.70
3183,0,0.0100,-0.70
3184,0,0.0100,-0.70
3185,0,0.0100,-0.70
3186,0,0.0100,-0.70
3187,0,0.0100,-0.70
3188,0,0.0100,-0.70
3189,0,0.0100,-0.70
3190,0,0.0100,-0.65
3191,0,0.0100,-0.70
3192,0,0.0100,-0.70
3193,0,0.0100,-0.70
3194,0,0.0100,-0.70
3195,0,0.0100,-0.70
3196,0,0.0100,-0.70
3197,0,0.0100,-0.70
3198,0,0.0100,-0.70
3199,0,0.0100,-0.70
3200,0,0.0100,-0.70
3201,0,0.0100,-0.69
3202,0,0.0100,-0.70
3203,0,0.0100,-0.70
3204,1,0.0100,0.56
3205,1,0.0100,0.56
3206,0,0.0100,-0.70
3207,0,0.0100,-0.70
3208,0,0.0100,-0.70
3209,0,0.0100,-0.70
3210,0,0.0100,-0.70
3211,0,0.0100,-0.70
3212,1,0.0100,0.56
3213,2,0.0100,2.15
3214,0,0.0100,-0.69
3215,0,0.0100,-0.68
3216,0,0.0100,-0.65
3217,0,0.0100,-0.70
3218,0,0.0100,-0.70
3219,0,0.0100,-0.70
3220,0,0.0100,-0.70
3221,0,0.0100,-0.70
3222,0,0.0100,-0.68
3223,0,0.0100,-0.70
3224,0,0.0100,-0.68
3225,0,0.0100,-0.70
3226,0,0.0100,-0.69
3227,0,0.0100,-0.69
3228,1,0.0100,0.56
3229,0,0.0100,-0.70
3230,2,0.0100,2.15
3231,0,0.0100,-0.70
3232,2,0.0100,2.16
3233,0,0.0100,-0.70
3234,0,0.0100,-0.69
3235,2,0.0100,2.15
3236,0,0.0100,-0.70
3237,0,0.0100,-0.70
3238,1,0.0100,0.59
3239,0,0.0100,-0.70
3240,0,0.0100,-0.70
3241,2,0.0100,2.15
3242,0,0.0100,-0.69
3243,3,0.0100,3.44
3244,1,0.0100,0.65
3245,2,0.0100,2.15
3246,0,0.0100,-0.70
3247,1,0.0100,0.61
3248,0,0.0100,-0.70
3249,0,0.0100,-0.70
3250,1,0.0100,0.56
3251,1,0.0100,0.62
3252,0,0.0100,-0.59
3253,0,0.0100,-0.70
3254,0,0.0100,-0.70
3255,0,0.0100,-0.70
3256,0,0.0100,-0.70
3257,0,0.0100,-0.66
3258,2,0.0100,2.15
3259,0,0.0100,-0.70
3260,1,0.0100,0.56
3261,0,0.0100,-0.23
3262,0,0.0100,-0.24
3263,0,0.0100,-0.60
3264,0,0.0100,-0.70
3265,0,0.0100,-0.70
3266,0,0.0100,-0.21
3267,0,0.0100,-0.62
3268,0,0.0100,-0.70
3269,0,0.0100,-0.70
3270,0,0.0100,-0.70
3271,1,0.0100,0.56
3272,0,0.0100,-0.65
3273,0,0.0100,-0.59
3274,0,0.0100,-0.70
3275,0,0.0100,-0.70
3276,0,0.0100,-0.68
3277,0,0.0100,-0.70
3278,0,0.0100,-0.70
3279,0,0.0100,-0.67
3280,0,0.0100,-0.70
3281,0,0.0100,-0.70
3282,0,0.0100,-0.70
3283,1,0.0100,0.57
3284,0,0.0100,-0.69
3285,0,0.0100,-0.70
3286,0,0.0100,-0.66
3287,0,0.0100,-0.65
3288,0,0.0100,-0.70
3289,0,0.0100,-0.70
3290,0,0.0100,-0.70
3291,0,0.0100,-0.70
3292,0,0.0100,-0.68
3293,0,0.0100,-0.70
3294,0,0.0100,-0.70
3295,0,0.0100,-0.70
3296,0,0.0100,-0.65
3297,0,0.0100,-0.60
3298,0,0.0100,-0.64
3299,0,0.0100,-0.70
3300,0,0.0100,-0.70
3301,0,0.0100,-0.70
3302,0,0.0100,-0.70
3303,0,0.0100,-0.64
3304,0,0.0100,-0.61
3305,0,0.0100,-0.62
3306,0,0.0100,-0.64
3307,0,0.0100,-0.69
3308,0,0.0100,-0.70
3309,0,0.0100,-0.70
3310,0,0.0100,-0.66
3311,0,0.0100,-0.68
3312,0,0.0100,-0.70
3313,0,0.0100,-0.67
3314,0,0.0100,-0.68
3315,0,0.0100,-0.70
3316,0,0.0100,-0.63
3317,1,0.0100,0.56
3318,0,0.0100,-0.62
3319,5,0.0100,6.27
3320,0,0.0100,-0.70
3321,2,0.0100,2.16
3322,0,0.0100,-0.70
3323,2,0.0100,2.15
3324,2,0.0100,2.15
3325,0,0.0100,-0.70
3326,0,0.0100,-0.70
3327,0,0.0100,-0.65
3328,0,0.0100,-0.25
3329,0,0.0100,-0.70
3330,0,0.0100,-0.70
3331,2,0.0100,2.29
3332,0,0.0100,-0.70
3333,2,0.0100,2.15
3334,0,0.0100,-0.70
3335,0,0.0100,-0.70
3336,0,0.0100,-0.70
3337,0,0.0100,-0.65
3338,0,0.0100,-0.70
3339,0,0.0100,-0.70
3340,0,0.0100,-0.68
3341,0,0.0100,-0.70
3342,0,0.0100,-0.70
3343,0,0.0100,-0.70
3344,0,0.0100,-0.70
3345,0,0.0100,-0.70
3346,0,0.0100,-0.70
3347,0,0.0100,-0.69
3348,0,0.0100,-0.70
3349,0,0.0100,-0.70
3350,0,0.0100,-0.70
3351,0,0.0100,-0.61
3352,1,0.0100,0.56
3353,1,0.0100,0.56
3354,2,0.0100,2.15
3355,0,0.0100,-0.60
3356,0,0.0100,-0.70
3357,0,0.0100,-0.70
3358,0,0.0100,-0.70
3359,0,0.0100,-0.70
3360,0,0.0100,-0.70
3361,0,0.0100,-0.70
3362,0,0.0100,-0.70
3363,1,0.0100,0.56
3364,0,0.0100,-0.70
3365,0,0.0100,-0.70
3366,0,0.0100,-0.70
3367,0,0.0100,-0.70
3368,0,0.0100,-0.70
3369,0,0.0100,-0.63
3370,0,0.0100,-0.70
3371,0,0.0100,-0.70
3372,1,0.0100,0.56
3373,5,0.0100,6.27
3374,0,0.0100,-0.69
3375,2,0.0100,2.15
3376,1,0.0100,0.56
3377,0,0.0100,-0.70
3378,0,0.0100,-0.70
3379,0,0.0100,-0.70
3380,0,0.0100,-0.70
3381,0,0.0100,-0.70
3382,4,0.0100,5.01
3383,0,0.0100,-0.70
3384,0,0.0100,-0.70
3385,0,0.0100,-0.61
3386,0,0.0100,-0.61
3387,0,0.0100,-0.70
3388,0,0.0100,-0.70
3389,3,0.0100,3.43
3390,1,0.0100,0.56
3391,1,0.0100,0.56
3392,0,0.0100,-0.70
3393,6,0.0100,7.91
3394,2,0.0100,2.15
3395,0,0.0100,-0.66
3396,0,0.0100,-0.70
3397,2,0.0100,2.15
3398,1,0.0100,0.56
3399,1,0.0100,0.56
3400,1,0.0100,0.63
3401,0,0.0100,-0.70
3402,0,0.0100,-0.70
3403,0,0.0100,-0.70
3404,0,0.0100,-0.69
3405,0,0.0100,-0.69
3406,0,0.0100,-0.70
3407,2,0.0100,2.19
3408,2,0.0100,2.15
3409,1,0.0100,0.66
3410,0,0.0100,-0.70
3411,4,0.0100,3.51
3412,0,0.0100,-0.70
3413,3,0.0100,2.16
3414,1,0.0100,0.66
3415,1,0.0100,0.60
3416,0,0.0100,-0.81
3417,0,0.0100,-0.64
3418,0,0.0100,-0.68
3419,0,0.0100,-0.70
3420,0,0.0100,-0.70
3421,3,0.0100,3.41
3422,0,0.0100,-0.81
3423,0,0.0100,-0.81
3424,0,0.0100,-0.81
3425,1,0.0100,0.56
3426,2,0.0100,2.02
3427,2,0.0100,2.21
3428,2,0.0100,2.16
3429,1,0.0100,0.56
3430,0,0.0100,-0.70
3431,1,0.0100,0.58
3432,1,0.0100,0.56
3433,0,0.0100,-0.70
3434,0,0.0100,-0.70
3435,0,0.0100,-0.70
3436,0,0.0100,-0.70
3437,1,0.0100,0.56
3438,0,0.0100,-0.70
3439,0,0.0100,-0.70
3440,1,0.0100,0.56
3441,5,0.0100,6.27
3442,2,0.0100,2.15
3443,3,0.0100,3.42
3444,0,0.0100,-0.59
3445,0,0.0100,-0.70
3446,2,0.0100,2.25
3447,3,0.0100,3.45
3448,0,0.0100,-0.70
3449,2,0.0100,2.20
3450,2,0.0100,2.24
3451,3,0.0100,2.18
3452,1,0.0100,0.61
3453,1,0.0100,0.56
3454,0,0.0100,-0.70
3455,0,0.0100,-0.65
3456,2,0.0100,2.15
3457,1,0.0100,0.56
3458,0,0.0100,-0.62
3459,1,0.0100,0.56
3460,2,0.0100,2.16
3461,0,0.0100,-0.70
3462,0,0.0100,-0.70
3463,1,0.0100,0.56
3464,0,0.0100,-0.70
3465,0,0.0100,-0.70
3466,2,0.0100,2.23
3467,0,0.0100,-0.70
3468,0,0.0100,-0.70
3469,0,0.0100,-0.70
3470,0,0.0100,-0.70
3471,2,0.0100,2.24
3472,0,0.0100,-0.70
3473,0,0.0100,-0.69
3474,0,0.0100,-0.70
3475,0,0.0100,-0.62
3476,0,0.0100,-0.70
3477,2,0.0100,2.15
3478,0,0.0100,-0.66
3479,2,0.0100,2.19
3480,0,0.0100,-0.65
3481,1,0.0100,0.56
3482,0,0.0100,-0.60
3483,0,0.0100,-0.70
3484,0,0.0100,-0.66
3485,1,0.0100,0.56
3486,1,0.0100,0.61
3487,0,0.0100,-0.66
3488,2,0.0100,2.15
3489,2,0.0100,2.20
3490,1,0.0100,0.59
3491,0,0.0100,-0.70
3492,1,0.0100,0.56
3493,4,0.0100,5.01
3494,2,0.0100,2.15
3495,1,0.0100,0.56
3496,0,0.0100,-0.70
3497,6,0.0100,7.87
3498,3,0.0100,3.41
3499,0,0.0100,-0.68
3500,3,0.0100,3.46
3501,0,0.0100,-0.66
3502,2,0.0100,2.15
3503,0,0.0100,-0.70
3504,0,0.0100,-0.70
3505,0,0.0100,-0.70
3506,1,0.0100,0.57
3507,0,0.0100,-0.70
3508,0,0.0100,-0.70
3509,1,0.0100,0.56
3510,4,0.0100,5.01
3511,0,0.0100,-0.70
3512,0,0.0100,-0.64
3513,0,0.0100,-0.66
3514,0,0.0100,-0.70
3515,2,0.0100,2.15
3516,1,0.0100,0.56
3517,3,0.0100,3.41
3518,4,0.0100,5.01
3519,3,0.0100,3.41
3520,2,0.0100,0.56
3521,2,0.0100,2.15
3522,0,0.0100,-0.70
3523,0,0.0100,-0.70
3524,0,0.0100,-0.68
3525,0,0.0100,-0.65
3526,3,0.0100,3.41
3527,0,0.0100,-0.70
3528,0,0.0100,-0.68
3529,0,0.0100,-0.70
3530,0,0.0100,-0.68
3531,1,0.0100,0.62
3532,14,0.0100,17.69
3533,1,0.0100,0.56
3534,0,0.0100,-0.70
3535,0,0.0100,-0.70
3536,0,0.0100,-0.62
3537,2,0.0100,2.21
3538,1,0.0100,0.62
3539,1,0.0100,0.56
3540,0,0.0100,-0.63
3541,4,0.0100,5.04
3542,0,0.0100,-0.70
3543,16,0.0100,17.69
3544,5,0.0100,6.27
3545,1,0.0100,0.60
3546,1,0.0100,0.60
3547,1,0.0100,0.61
3548,4,0.0100,5.01
3549,0,0.0100,-0.70
3550,0,0.0100,-0.70
3551,0,0.0100,-0.70
3552,1,0.0100,0.56
3553,1,0.0100,0.56
3554,0,0.0100,-0.70
3555,0,0.0100,-0.69
3556,1,0.0100,0.56
3557,4,0.0100,5.01
3558,1,0.0100,0.56
3559,0,0.0100,-0.70
3560,0,0.0100,-0.70
3561,5,0.0100,6.27
3562,1,0.0100,0.56
3563,1,0.0100,0.55
3564,1,0.0100,0.61
3565,16,0.0100,19.29
3566,0,0.0100,-0.70
3567,0,0.0100,-0.63
