Episode,Score,Epsilon,Total Reward
5943,0,0.0100,-0.70
5944,0,0.0100,-0.70
5945,0,0.0100,-0.66
5946,0,0.0100,-0.70
5947,0,0.0100,-0.69
5948,0,0.0100,-0.70
5949,0,0.0100,-0.70
5950,0,0.0100,-0.65
5951,0,0.0100,-0.70
5952,0,0.0100,-0.70
5953,0,0.0100,-0.70
5954,0,0.0100,-0.70
5955,0,0.0100,-0.70
5956,0,0.0100,-0.70
5957,0,0.0100,-0.70
5958,0,0.0100,-0.70
5959,0,0.0100,-0.70
5960,0,0.0100,-0.69
5961,0,0.0100,-0.69
5962,0,0.0100,-0.70
5963,1,0.0100,0.59
5964,0,0.0100,-0.70
5965,0,0.0100,-0.70
5966,0,0.0100,-0.70
5967,2,0.0100,2.19
5968,2,0.0100,2.15
5969,1,0.0100,0.56
5970,4,0.0100,5.01
5971,0,0.0100,-0.70
5972,0,0.0100,-0.60
5973,0,0.0100,-0.68
5974,1,0.0100,0.56
5975,1,0.0100,0.56
5976,0,0.0100,-0.69
5977,0,0.0100,-0.70
5978,0,0.0100,-0.70
5979,0,0.0100,-0.70
5980,0,0.0100,-0.70
5981,1,0.0100,0.56
5982,0,0.0100,-0.70
5983,0,0.0100,-0.70
5984,2,0.0100,2.15
5985,0,0.0100,-0.70
5986,1,0.0100,0.56
5987,0,0.0100,-0.70
5988,0,0.0100,-0.70
5989,0,0.0100,-0.70
5990,2,0.0100,2.15
5991,2,0.0100,2.15
5992,0,0.0100,-0.63
5993,0,0.0100,-0.70
5994,0,0.0100,-0.70
5995,0,0.0100,-0.67
5996,0,0.0100,-0.63
5997,2,0.0100,2.15
5998,0,0.0100,-0.70
5999,0,0.0100,-0.70
6000,0,0.0100,-0.62
6001,0,0.0100,-0.65
6002,0,0.0100,-0.69
6003,0,0.0100,-0.69
6004,0,0.0100,-0.70
6005,0,0.0100,-0.70
6006,0,0.0100,-0.70
6007,0,0.0100,-0.70
6008,0,0.0100,-0.70
6009,0,0.0100,-0.70
6010,0,0.0100,-0.70
6011,0,0.0100,-0.63
6012,0,0.0100,-0.62
6013,1,0.0100,0.58
6014,0,0.0100,-0.68
6015,1,0.0100,0.63
6016,0,0.0100,-0.70
6017,2,0.0100,2.22
6018,3,0.0100,3.50
6019,0,0.0100,-0.61
6020,0,0.0100,-0.67
6021,0,0.0100,-0.61
6022,0,0.0100,-0.66
6023,1,0.0100,0.56
6024,3,0.0100,3.41
6025,0,0.0100,-0.70
6026,0,0.0100,-0.61
6027,1,0.0100,0.56
6028,1,0.0100,0.56
6029,0,0.0100,-0.70
6030,3,0.0100,3.41
6031,1,0.0100,0.56
6032,6,0.0100,7.87
6033,1,0.0100,0.56
6034,2,0.0100,2.15
6035,0,0.0100,-0.70
6036,3,0.0100,3.41
6037,2,0.0100,2.15
6038,3,0.0100,3.41
6039,2,0.0100,2.15
6040,4,0.0100,5.08
6041,3,0.0100,2.15
6042,9,0.0100,12.00
6043,5,0.0100,6.27
6044,3,0.0100,3.49
6045,2,0.0100,2.15
6046,8,0.0100,5.05
6047,4,0.0100,5.01
6048,0,0.0100,-0.70
6049,8,0.0100,9.13
6050,1,0.0100,0.56
6051,18,0.0100,19.36
6052,1,0.0100,0.56
6053,13,0.0100,14.86
6054,4,0.0100,4.91
6055,8,0.0100,9.13
6056,7,0.0100,7.48
6057,0,0.0100,-0.71
6058,8,0.0100,10.46
6059,5,0.0100,6.27
6060,0,0.0100,-0.72
6061,2,0.0100,2.24
6062,3,0.0100,1.77
6063,0,0.0100,-0.81
6064,0,0.0100,-0.81
6065,0,0.0100,-0.71
6066,6,0.0100,7.90
6067,9,0.0100,11.99
6068,5,0.0100,6.27
6069,1,0.0100,0.56
6070,0,0.0100,-0.62
6071,4,0.0100,2.24
6072,2,0.0100,2.20
6073,29,0.0100,36.50
6074,5,0.0100,5.07
6075,4,0.0100,2.24
6076,3,0.0100,3.41
6077,3,0.0100,2.17
6078,10,0.0100,12.05
6079,2,0.0100,2.21
6080,0,0.0100,-0.66
6081,1,0.0100,0.64
6082,10,0.0100,10.75
6083,1,0.0100,0.56
6084,2,0.0100,0.66
6085,4,0.0100,3.41
6086,1,0.0100,0.66
6087,12,0.0100,13.63
6088,1,0.0100,0.61
6089,3,0.0100,3.41
6090,1,0.0100,0.56
6091,3,0.0100,3.45
6092,3,0.0100,3.47
6093,1,0.0100,0.58
6094,0,0.0100,-0.67
6095,1,0.0100,0.56
6096,2,0.0100,0.60
6097,1,0.0100,0.61
6098,4,0.0100,5.06
6099,4,0.0100,3.41
6100,3,0.0100,2.25
6101,1,0.0100,0.56
6102,2,0.0100,0.62
6103,0,0.0100,-0.60
6104,1,0.0100,0.56
6105,0,0.0100,-0.67
6106,1,0.0100,0.63
6107,0,0.0100,-0.70
6108,2,0.0100,2.20
6109,0,0.0100,-0.70
6110,0,0.0100,-0.70
6111,1,0.0100,0.58
6112,2,0.0100,2.15
6113,0,0.0100,-0.61
6114,0,0.0100,-0.70
6115,0,0.0100,-0.70
6116,4,0.0100,5.02
6117,0,0.0100,-0.70
6118,2,0.0100,2.25
6119,1,0.0100,0.60
6120,4,0.0100,3.45
6121,0,0.0100,-0.65
6122,0,0.0100,-0.70
6123,0,0.0100,-0.62
6124,3,0.0100,1.81
6125,13,0.0100,12.07
6126,8,0.0100,10.65
6127,3,0.0100,3.45
6128,1,0.0100,0.63
6129,0,0.0100,-0.67
6130,13,0.0100,17.69
6131,2,0.0100,1.99
6132,5,0.0100,6.27
6133,4,0.0100,3.42
6134,5,0.0100,6.27
6135,0,0.0100,-0.65
6136,0,0.0100,-0.62
6137,4,0.0100,3.41
6138,8,0.0100,9.13
6139,17,0.0100,20.60
6140,8,0.0100,9.13
6141,2,0.0100,2.23
6142,7,0.0100,6.27
6143,16,0.0100,17.70
6144,12,0.0100,12.03
6145,0,0.0100,-0.63
6146,2,0.0100,2.23
6147,8,0.0100,10.75
6148,3,0.0100,3.41
6149,10,0.0100,7.91
6150,0,0.0100,-0.70
6151,3,0.0100,2.21
6152,0,0.0100,-0.70
6153,2,0.0100,0.61
6154,2,0.0100,2.23
6155,0,0.0100,-0.65
6156,11,0.0100,10.78
6157,1,0.0100,0.59
6158,3,0.0100,3.41
6159,0,0.0100,-0.70
6160,2,0.0100,2.23
6161,3,0.0100,3.47
6162,3,0.0100,3.41
6163,1,0.0100,0.56
6164,0,0.0100,-0.70
6165,0,0.0100,-0.70
6166,0,0.0100,-0.70
6167,1,0.0100,0.56
6168,2,0.0100,2.15
6169,2,0.0100,2.15
6170,1,0.0100,0.56
6171,4,0.0100,5.01
6172,3,0.0100,3.41
6173,2,0.0100,2.15
6174,3,0.0100,3.41
6175,2,0.0100,0.56
6176,2,0.0100,2.17
6177,0,0.0100,-0.70
6178,1,0.0100,0.56
6179,1,0.0100,0.56
6180,21,0.0100,26.25
6181,10,0.0100,12.07
6182,3,0.0100,3.41
6183,1,0.0100,0.56
6184,15,0.0100,19.36
6185,0,0.0100,-0.70
6186,0,0.0100,-0.63
6187,2,0.0100,2.17
6188,1,0.0100,0.56
6189,15,0.0100,17.69
6190,21,0.0100,26.26
6191,0,0.0100,-0.61
6192,2,0.0100,2.15
6193,0,0.0100,-0.70
6194,0,0.0100,-0.67
6195,2,0.0100,2.22
6196,1,0.0100,0.56
6197,33,0.0100,34.88
6198,2,0.0100,2.25
6199,16,0.0100,17.74
6200,1,0.0100,0.61
6201,8,0.0100,10.75
6202,1,0.0100,0.66
6203,9,0.0100,10.72
6204,0,0.0100,-0.71
6205,2,0.0100,2.24
6206,4,0.0100,4.79
6207,8,0.0100,10.54
6208,4,0.0100,4.77
6209,0,0.0100,-0.81
6210,8,0.0100,9.13
6211,2,0.0100,1.90
6212,4,0.0100,4.59
6213,2,0.0100,1.79
6214,0,0.0100,-0.91
6215,2,0.0100,1.78
6216,5,0.0100,6.33
6217,14,0.0100,17.78
6218,9,0.0100,12.04
6219,1,0.0100,0.60
6220,10,0.0100,13.43
6221,1,0.0100,0.45
6222,8,0.0100,10.46
6223,0,0.0100,-0.81
6224,5,0.0100,5.07
6225,0,0.0100,-0.81
6226,3,0.0100,3.42
6227,0,0.0100,-0.81
6228,1,0.0100,0.59
6229,1,0.0100,0.59
6230,1,0.0100,0.55
6231,2,0.0100,2.11
6232,6,0.0100,7.95
6233,0,0.0100,-0.64
6234,0,0.0100,-0.70
6235,0,0.0100,-0.67
6236,0,0.0100,-0.62
6237,5,0.0100,3.44
6238,0,0.0100,-0.69
6239,1,0.0100,0.56
6240,4,0.0100,3.41
6241,0,0.0100,-0.68
6242,0,0.0100,-0.65
6243,2,0.0100,2.21
6244,2,0.0100,2.16
6245,1,0.0100,0.58
6246,1,0.0100,0.56
6247,1,0.0100,0.59
6248,0,0.0100,-0.69
6249,0,0.0100,-0.69
6250,0,0.0100,-0.61
6251,0,0.0100,-0.69
6252,3,0.0100,3.47
6253,0,0.0100,-0.68
6254,0,0.0100,-0.66
6255,1,0.0100,0.57
6256,1,0.0100,0.56
6257,1,0.0100,0.61
6258,4,0.0100,5.01
6259,0,0.0100,-0.70
6260,1,0.0100,0.56
6261,0,0.0100,-0.70
6262,3,0.0100,3.41
6263,0,0.0100,-0.70
6264,1,0.0100,0.56
6265,0,0.0100,-0.70
6266,2,0.0100,2.15
6267,0,0.0100,-0.69
6268,2,0.0100,2.15
6269,1,0.0100,0.56
6270,1,0.0100,0.56
6271,4,0.0100,5.01
6272,0,0.0100,-0.70
6273,1,0.0100,0.56
6274,0,0.0100,-0.65
6275,0,0.0100,-0.70
6276,2,0.0100,2.15
6277,0,0.0100,-0.70
6278,0,0.0100,-0.70
6279,0,0.0100,-0.70
6280,0,0.0100,-0.70
6281,0,0.0100,-0.70
6282,3,0.0100,3.41
6283,0,0.0100,-0.70
6284,0,0.0100,-0.70
6285,2,0.0100,2.15
6286,4,0.0100,5.01
6287,6,0.0100,7.87
6288,16,0.0100,22.14
6289,1,0.0100,0.59
6290,16,0.0100,19.29
6291,1,0.0100,0.56
6292,1,0.0100,0.57
6293,1,0.0100,0.56
6294,1,0.0100,0.57
6295,0,0.0100,-0.63
6296,3,0.0100,3.42
6297,0,0.0100,-0.66
6298,1,0.0100,0.56
6299,4,0.0100,5.08
6300,3,0.0100,3.48
6301,3,0.0100,3.41
6302,0,0.0100,-0.70
6303,3,0.0100,3.48
6304,0,0.0100,-0.70
6305,7,0.0100,9.13
6306,0,0.0100,-0.70
6307,0,0.0100,-0.64
6308,2,0.0100,2.15
6309,1,0.0100,0.56
6310,0,0.0100,-0.70
6311,0,0.0100,-0.70
6312,3,0.0100,3.44
6313,0,0.0100,-0.70
6314,2,0.0100,2.15
6315,4,0.0100,5.01
6316,1,0.0100,0.56
6317,3,0.0100,3.41
6318,3,0.0100,3.41
6319,10,0.0100,13.58
6320,0,0.0100,-0.70
6321,0,0.0100,-0.70
6322,0,0.0100,-0.70
6323,2,0.0100,2.15
6324,31,0.0100,43.39
6325,9,0.0100,10.72
6326,5,0.0100,4.94
6327,10,0.0100,13.57
6328,2,0.0100,0.57
6329,6,0.0100,7.87
6330,9,0.0100,11.98
6331,3,0.0100,2.19
6332,0,0.0100,-0.66
6333,9,0.0100,10.50
6334,21,0.0100,26.29
6335,6,0.0100,7.84
6336,2,0.0100,2.23
6337,2,0.0100,2.21
6338,7,0.0100,7.92
6339,8,0.0100,7.91
6340,1,0.0100,0.56
6341,2,0.0100,2.24
6342,20,0.0100,26.33
6343,17,0.0100,22.21
6344,5,0.0100,5.08
6345,2,0.0100,2.21
6346,3,0.0100,2.19
6347,0,0.0100,-0.70
6348,0,0.0100,-0.63
6349,0,0.0100,-0.63
6350,7,0.0100,7.88
6351,2,0.0100,2.19
6352,0,0.0100,-0.64
6353,5,0.0100,5.08
6354,6,0.0100,7.87
6355,0,0.0100,-0.70
6356,0,0.0100,-0.60
6357,1,0.0100,0.56
6358,0,0.0100,-0.70
6359,0,0.0100,-0.70
6360,0,0.0100,-0.70
6361,2,0.0100,2.15
6362,0,0.0100,-0.70
6363,8,0.0100,9.17
6364,1,0.0100,0.63
6365,0,0.0100,-0.65
6366,2,0.0100,2.26
6367,0,0.0100,-0.65
6368,0,0.0100,-0.62
6369,0,0.0100,-0.81
6370,0,0.0100,-0.91
6371,0,0.0100,-0.70
6372,0,0.0100,-0.67
6373,2,0.0100,2.24
6374,0,0.0100,-0.91
6375,1,0.0100,0.56
6376,2,0.0100,2.25
6377,2,0.0100,1.86
6378,6,0.0100,7.77
6379,2,0.0100,2.25
6380,4,0.0100,5.06
6381,0,0.0100,-0.70
6382,1,0.0100,0.65
6383,4,0.0100,4.76
6384,0,0.0100,-0.67
6385,5,0.0100,6.27
6386,3,0.0100,3.45
6387,1,0.0100,0.57
6388,3,0.0100,3.41
6389,2,0.0100,2.24
6390,5,0.0100,5.06
6391,1,0.0100,0.63
6392,68,0.0100,83.35
6393,3,0.0100,3.46
6394,15,0.0100,14.91
6395,8,0.0100,9.13
6396,3,0.0100,3.41
6397,7,0.0100,9.13
6398,1,0.0100,0.56
6399,8,0.0100,10.75
6400,6,0.0100,7.87
6401,2,0.0100,2.16
6402,15,0.0100,17.69
6403,3,0.0100,3.41
6404,0,0.0100,-0.62
6405,13,0.0100,17.69
6406,0,0.0100,-0.62
6407,3,0.0100,3.45
6408,2,0.0100,1.83
6409,9,0.0100,11.99
6410,1,0.0100,0.59
6411,0,0.0100,-0.81
6412,2,0.0100,1.82
6413,2,0.0100,1.90
6414,0,0.0100,-0.73
6415,0,0.0100,-0.81
6416,2,0.0100,2.00
6417,0,0.0100,-0.81
6418,1,0.0100,0.56
6419,0,0.0100,-0.81
6420,0,0.0100,-0.81
6421,3,0.0100,3.46
6422,4,0.0100,3.52
6423,30,0.0100,31.99
6424,3,0.0100,3.42
6425,3,0.0100,3.41
6426,0,0.0100,-0.70
6427,4,0.0100,5.01
6428,0,0.0100,-0.68
6429,1,0.0100,0.56
6430,2,0.0100,2.15
6431,0,0.0100,-0.70
6432,9,0.0100,10.81
6433,0,0.0100,-0.70
6434,2,0.0100,0.56
6435,2,0.0100,2.23
6436,0,0.0100,-0.66
6437,2,0.0100,0.57
6438,6,0.0100,6.34
6439,7,0.0100,9.13
6440,1,0.0100,0.56
6441,9,0.0100,9.16
6442,14,0.0100,17.69
6443,31,0.0100,34.82
6444,12,0.0100,14.87
6445,3,0.0100,3.41
6446,5,0.0100,6.27
6447,0,0.0100,-0.65
6448,0,0.0100,-0.70
6449,3,0.0100,3.41
6450,0,0.0100,-0.70
6451,1,0.0100,0.56
6452,1,0.0100,0.56
6453,25,0.0100,27.92
6454,4,0.0100,3.41
6455,11,0.0100,13.66
6456,1,0.0100,0.63
6457,8,0.0100,6.27
6458,4,0.0100,5.05
6459,2,0.0100,0.60
6460,6,0.0100,6.27
6461,14,0.0100,14.84
6462,2,0.0100,2.21
6463,6,0.0100,6.27
6464,2,0.0100,0.61
6465,2,0.0100,2.13
6466,6,0.0100,7.81
6467,0,0.0100,-0.70
6468,0,0.0100,-0.81
6469,0,0.0100,-0.81
6470,0,0.0100,-0.81
6471,0,0.0100,-0.81
6472,4,0.0100,4.86
6473,2,0.0100,1.94
6474,6,0.0100,7.75
6475,0,0.0100,-0.81
6476,2,0.0100,1.92
6477,0,0.0100,-0.81
6478,0,0.0100,-0.81
6479,0,0.0100,-0.81
6480,2,0.0100,2.01
6481,0,0.0100,-0.81
6482,2,0.0100,2.09
6483,10,0.0100,10.72
6484,6,0.0100,6.37
6485,2,0.0100,2.00
6486,0,0.0100,-0.71
6487,0,0.0100,-0.81
6488,0,0.0100,-0.71
6489,0,0.0100,-0.81
6490,0,0.0100,-0.63
6491,4,0.0100,4.83
6492,0,0.0100,-0.71
6493,2,0.0100,1.94
6494,2,0.0100,1.94
6495,0,0.0100,-0.63
6496,11,0.0100,12.01
6497,3,0.0100,2.18
6498,0,0.0100,-0.63
6499,5,0.0100,5.01
6500,3,0.0100,3.41
6501,0,0.0100,-0.66
6502,0,0.0100,-0.70
6503,3,0.0100,3.41
6504,3,0.0100,3.42
6505,1,0.0100,0.56
6506,0,0.0100,-0.70
6507,0,0.0100,-0.70
6508,4,0.0100,5.01
6509,1,0.0100,0.56
6510,1,0.0100,0.56
6511,0,0.0100,-0.70
6512,1,0.0100,0.62
6513,2,0.0100,2.15
6514,3,0.0100,3.41
6515,2,0.0100,2.15
6516,4,0.0100,5.01
6517,0,0.0100,-0.70
6518,1,0.0100,0.65
6519,5,0.0100,6.27
6520,0,0.0100,-0.70
6521,6,0.0100,7.87
6522,5,0.0100,6.27
6523,11,0.0100,11.98
6524,1,0.0100,0.56
6525,1,0.0100,0.56
6526,0,0.0100,-0.61
6527,6,0.0100,5.02
6528,4,0.0100,3.42
6529,0,0.0100,-0.70
6530,1,0.0100,0.56
6531,0,0.0100,-0.70
6532,10,0.0100,13.58
6533,1,0.0100,0.56
6534,1,0.0100,0.56
6535,2,0.0100,2.15
6536,0,0.0100,-0.70
6537,0,0.0100,-0.70
6538,2,0.0100,2.18
6539,2,0.0100,2.15
6540,1,0.0100,0.61
6541,2,0.0100,2.15
6542,0,0.0100,-0.70
6543,1,0.0100,0.56
6544,2,0.0100,2.15
6545,6,0.0100,7.87
6546,6,0.0100,7.87
6547,1,0.0100,0.56
6548,3,0.0100,3.41
6549,1,0.0100,0.56
6550,4,0.0100,5.01
6551,1,0.0100,0.56
6552,3,0.0100,3.41
6553,4,0.0100,5.01
6554,9,0.0100,11.98
6555,2,0.0100,2.15
6556,3,0.0100,3.50
6557,11,0.0100,14.84
6558,1,0.0100,0.56
6559,0,0.0100,-0.70
6560,3,0.0100,3.41
6561,1,0.0100,0.56
6562,0,0.0100,-0.70
6563,4,0.0100,5.01
6564,1,0.0100,0.56
6565,0,0.0100,-0.70
6566,0,0.0100,-0.70
6567,5,0.0100,6.27
6568,0,0.0100,-0.70
6569,1,0.0100,0.56
6570,8,0.0100,10.72
6571,0,0.0100,-0.70
6572,2,0.0100,2.15
6573,0,0.0100,-0.70
6574,5,0.0100,6.27
6575,1,0.0100,0.56
6576,6,0.0100,7.87
6577,3,0.0100,3.41
6578,2,0.0100,2.15
6579,1,0.0100,0.56
6580,14,0.0100,19.31
6581,0,0.0100,-0.70
6582,1,0.0100,0.57
6583,1,0.0100,0.56
6584,1,0.0100,0.59
6585,0,0.0100,-0.66
6586,0,0.0100,-0.70
6587,0,0.0100,-0.67
6588,0,0.0100,-0.70
6589,0,0.0100,-0.70
6590,0,0.0100,-0.70
6591,0,0.0100,-0.70
6592,0,0.0100,-0.70
6593,0,0.0100,-0.70
6594,0,0.0100,-0.70
6595,0,0.0100,-0.70
6596,0,0.0100,-0.70
6597,0,0.0100,-0.70
6598,0,0.0100,-0.70
6599,3,0.0100,3.41
6600,4,0.0100,5.01
6601,0,0.0100,-0.70
6602,3,0.0100,3.41
6603,0,0.0100,-0.70
6604,1,0.0100,0.56
6605,0,0.0100,-0.70
6606,0,0.0100,-0.70
6607,0,0.0100,-0.70
6608,0,0.0100,-0.70
6609,0,0.0100,-0.70
6610,0,0.0100,-0.70
6611,0,0.0100,-0.70
6612,0,0.0100,-0.70
6613,0,0.0100,-0.70
6614,0,0.0100,-0.70
6615,0,0.0100,-0.70
6616,0,0.0100,-0.70
6617,1,0.0100,0.56
6618,0,0.0100,-0.70
6619,1,0.0100,0.56
6620,0,0.0100,-0.70
6621,1,0.0100,0.60
6622,0,0.0100,-0.70
6623,0,0.0100,-0.70
6624,1,0.0100,0.59
6625,1,0.0100,0.56
6626,0,0.0100,-0.70
6627,0,0.0100,-0.70
6628,1,0.0100,0.56
6629,0,0.0100,-0.67
6630,0,0.0100,-0.70
6631,4,0.0100,5.01
6632,0,0.0100,-0.70
6633,1,0.0100,0.56
6634,6,0.0100,7.87
6635,0,0.0100,-0.70
6636,0,0.0100,-0.70
6637,1,0.0100,0.56
6638,0,0.0100,-0.70
6639,8,0.0100,10.72
6640,0,0.0100,-0.70
6641,7,0.0100,9.13
6642,0,0.0100,-0.70
6643,3,0.0100,3.41
6644,1,0.0100,0.56
6645,3,0.0100,3.41
6646,1,0.0100,0.56
6647,8,0.0100,10.72
6648,0,0.0100,-0.68
6649,0,0.0100,-0.70
6650,0,0.0100,-0.70
6651,2,0.0100,2.15
6652,4,0.0100,5.01
6653,0,0.0100,-0.70
6654,1,0.0100,0.56
6655,2,0.0100,2.15
6656,0,0.0100,-0.68
6657,0,0.0100,-0.70
6658,1,0.0100,0.56
6659,0,0.0100,-0.70
6660,0,0.0100,-0.70
6661,0,0.0100,-0.70
6662,0,0.0100,-0.67
6663,0,0.0100,-0.70
6664,0,0.0100,-0.70
6665,0,0.0100,-0.70
6666,0,0.0100,-0.70
6667,0,0.0100,-0.70
6668,0,0.0100,-0.70
6669,0,0.0100,-0.70
6670,0,0.0100,-0.70
6671,0,0.0100,-0.70
6672,0,0.0100,-0.70
6673,0,0.0100,-0.70
6674,0,0.0100,-0.70
6675,0,0.0100,-0.70
6676,0,0.0100,-0.70
6677,0,0.0100,-0.70
6678,0,0.0100,-0.70
6679,0,0.0100,-0.70
6680,0,0.0100,-0.70
6681,0,0.0100,-0.70
6682,0,0.0100,-0.70
6683,2,0.0100,2.15
6684,4,0.0100,5.01
6685,3,0.0100,3.41
6686,0,0.0100,-0.70
6687,0,0.0100,-0.70
6688,0,0.0100,-0.70
6689,0,0.0100,-0.70
6690,1,0.0100,0.56
6691,0,0.0100,-0.70
6692,0,0.0100,-0.70
6693,0,0.0100,-0.70
6694,0,0.0100,-0.70
6695,0,0.0100,-0.70
6696,0,0.0100,-0.70
6697,1,0.0100,0.56
6698,1,0.0100,0.56
6699,0,0.0100,-0.70
6700,0,0.0100,-0.70
6701,0,0.0100,-0.70
6702,0,0.0100,-0.70
6703,1,0.0100,0.56
6704,0,0.0100,-0.70
6705,0,0.0100,-0.70
6706,4,0.0100,5.01
6707,0,0.0100,-0.70
6708,0,0.0100,-0.70
6709,0,0.0100,-0.70
6710,0,0.0100,-0.70
6711,2,0.0100,2.15
6712,0,0.0100,-0.70
6713,2,0.0100,2.15
6714,1,0.0100,0.64
6715,0,0.0100,-0.70
6716,4,0.0100,5.01
6717,4,0.0100,5.01
6718,5,0.0100,6.27
6719,7,0.0100,9.13
6720,0,0.0100,-0.70
6721,3,0.0100,3.41
6722,0,0.0100,-0.70
6723,1,0.0100,0.56
6724,0,0.0100,-0.70
6725,0,0.0100,-0.70
6726,0,0.0100,-0.59
6727,0,0.0100,-0.62
6728,3,0.0100,3.41
6729,1,0.0100,0.64
6730,0,0.0100,-0.70
6731,1,0.0100,0.62
6732,0,0.0100,-0.61
6733,0,0.0100,-0.70
6734,0,0.0100,-0.60
6735,1,0.0100,0.56
6736,4,0.0100,5.01
6737,0,0.0100,-0.70
6738,0,0.0100,-0.61
6739,0,0.0100,-0.60
6740,0,0.0100,-0.70
6741,2,0.0100,2.15
6742,1,0.0100,0.64
6743,1,0.0100,0.56
6744,1,0.0100,0.63
6745,2,0.0100,2.15
6746,1,0.0100,0.56
6747,0,0.0100,-0.60
6748,0,0.0100,-0.70
6749,6,0.0100,7.87
6750,2,0.0100,2.15
6751,2,0.0100,2.15
6752,0,0.0100,-0.70
6753,0,0.0100,-0.70
6754,0,0.0100,-0.70
6755,0,0.0100,-0.71
6756,0,0.0100,-0.72
6757,0,0.0100,-0.70
6758,0,0.0100,-0.70
6759,0,0.0100,-0.71
6760,0,0.0100,-0.72
6761,0,0.0100,-0.70
6762,0,0.0100,-0.67
6763,0,0.0100,-0.70
6764,0,0.0100,-0.70
6765,0,0.0100,-0.70
6766,0,0.0100,-0.70
6767,0,0.0100,-0.70
6768,0,0.0100,-0.70
6769,0,0.0100,-0.67
6770,0,0.0100,-0.70
6771,1,0.0100,0.56
6772,0,0.0100,-0.70
6773,0,0.0100,-0.70
6774,0,0.0100,-0.70
6775,0,0.0100,-0.68
6776,0,0.0100,-0.68
6777,0,0.0100,-0.70
6778,0,0.0100,-0.70
6779,0,0.0100,-0.70
6780,0,0.0100,-0.70
6781,0,0.0100,-0.70
6782,0,0.0100,-0.65
6783,0,0.0100,-0.70
6784,1,0.0100,0.56
6785,0,0.0100,-0.67
6786,0,0.0100,-0.70
6787,0,0.0100,-0.70
6788,0,0.0100,-0.70
6789,0,0.0100,-0.69
6790,0,0.0100,-0.70
6791,0,0.0100,-0.70
6792,1,0.0100,0.56
6793,0,0.0100,-0.70
6794,0,0.0100,-0.70
6795,0,0.0100,-0.69
6796,2,0.0100,2.15
6797,0,0.0100,-0.70
6798,0,0.0100,-0.70
6799,0,0.0100,-0.70
6800,0,0.0100,-0.69
6801,2,0.0100,2.15
6802,0,0.0100,-0.70
6803,3,0.0100,3.50
6804,0,0.0100,-0.70
6805,1,0.0100,0.56
6806,6,0.0100,7.87
6807,1,0.0100,0.56
6808,0,0.0100,-0.70
6809,0,0.0100,-0.70
6810,0,0.0100,-0.70
6811,9,0.0100,11.98
6812,4,0.0100,5.01
6813,6,0.0100,7.87
6814,1,0.0100,0.56
6815,0,0.0100,-0.60
6816,1,0.0100,0.56
6817,0,0.0100,-0.70
6818,4,0.0100,5.10
6819,3,0.0100,3.41
6820,1,0.0100,0.61
6821,1,0.0100,0.56
6822,1,0.0100,0.66
6823,0,0.0100,-0.70
6824,2,0.0100,2.15
6825,1,0.0100,0.56
6826,0,0.0100,-0.70
6827,0,0.0100,-0.70
6828,0,0.0100,-0.60
6829,0,0.0100,-0.70
6830,0,0.0100,-0.62
6831,0,0.0100,-0.61
6832,0,0.0100,-0.70
6833,0,0.0100,-0.70
6834,0,0.0100,-0.61
6835,0,0.0100,-0.67
6836,0,0.0100,-0.70
6837,3,0.0100,3.45
6838,0,0.0100,-0.61
6839,1,0.0100,0.56
6840,0,0.0100,-0.70
6841,0,0.0100,-0.70
6842,0,0.0100,-0.70
6843,0,0.0100,-0.68
6844,1,0.0100,0.58
6845,1,0.0100,0.56
6846,0,0.0100,-0.66
6847,1,0.0100,0.64
6848,0,0.0100,-0.70
6849,0,0.0100,-0.70
6850,1,0.0100,0.65
6851,0,0.0100,-0.70
6852,2,0.0100,2.23
6853,0,0.0100,-0.68
6854,0,0.0100,-0.70
6855,0,0.0100,-0.70
6856,0,0.0100,-0.67
6857,2,0.0100,2.15
6858,1,0.0100,0.60
6859,0,0.0100,-0.60
6860,2,0.0100,2.15
6861,0,0.0100,-0.67
6862,0,0.0100,-0.70
6863,2,0.0100,2.15
6864,1,0.0100,0.56
6865,2,0.0100,2.15
6866,0,0.0100,-0.70
6867,2,0.0100,2.23
6868,2,0.0100,2.20
6869,0,0.0100,-0.70
6870,0,0.0100,-0.70
6871,0,0.0100,-0.62
6872,0,0.0100,-0.70
6873,0,0.0100,-0.70
6874,0,0.0100,-0.70
6875,0,0.0100,-0.69
6876,0,0.0100,-0.68
6877,1,0.0100,0.58
6878,0,0.0100,-0.68
6879,0,0.0100,-0.70
6880,0,0.0100,-0.70
6881,0,0.0100,-0.70
6882,1,0.0100,0.61
6883,0,0.0100,-0.67
6884,0,0.0100,-0.70
6885,0,0.0100,-0.66
6886,0,0.0100,-0.65
6887,0,0.0100,-0.63
6888,0,0.0100,-0.70
6889,0,0.0100,-0.65
6890,0,0.0100,-0.70
6891,0,0.0100,-0.70
6892,0,0.0100,-0.62
6893,2,0.0100,2.15
6894,0,0.0100,-0.70
6895,3,0.0100,3.41
6896,0,0.0100,-0.70
6897,1,0.0100,0.56
6898,2,0.0100,2.15
6899,1,0.0100,0.56
6900,0,0.0100,-0.60
6901,0,0.0100,-0.70
6902,1,0.0100,0.56
6903,3,0.0100,3.41
6904,0,0.0100,-0.70
6905,5,0.0100,6.27
6906,4,0.0100,5.01
6907,0,0.0100,-0.65
6908,1,0.0100,0.56
